net.minecraft.GameVersion,net.minecraft.util.MinecraftVersion
net.minecraft.client.renderer.entity.model.ModelTurtle,net.minecraft.client.renderer.entity.model.TurtleModel
net.minecraft.client.renderer.entity.model.ModelVex,net.minecraft.client.renderer.entity.model.VexModel
net.minecraft.client.renderer.entity.model.ModelVillager,net.minecraft.client.renderer.entity.model.VillagerModel
net.minecraft.client.renderer.entity.model.ModelWitch,net.minecraft.client.renderer.entity.model.WitchModel
net.minecraft.client.renderer.entity.model.ModelWither,net.minecraft.client.renderer.entity.model.WitherModel
net.minecraft.client.renderer.entity.model.ModelWolf,net.minecraft.client.renderer.entity.model.WolfModel
net.minecraft.client.renderer.entity.model.ModelZombie,net.minecraft.client.renderer.entity.model.ZombieModel
net.minecraft.client.renderer.entity.model.ModelZombieVillager,net.minecraft.client.renderer.entity.model.ZombieVillagerModel
net.minecraft.client.renderer.entity.model.PositionTextureVertex,net.minecraft.client.renderer.model.PositionTextureVertex
net.minecraft.client.renderer.entity.model.TexturedQuad,net.minecraft.client.renderer.model.TexturedQuad
net.minecraft.client.renderer.model.ModelBlock,net.minecraft.client.renderer.model.BlockModel
net.minecraft.client.renderer.model.ModelBlock.Bookkeep,net.minecraft.client.renderer.model.BlockModel.Bookkeep
net.minecraft.client.renderer.model.ModelBlock.Deserializer,net.minecraft.client.renderer.model.BlockModel.Deserializer
net.minecraft.client.renderer.model.ModelBlockDefinition,net.minecraft.client.renderer.model.BlockModelDefinition
net.minecraft.client.renderer.model.ModelBlockDefinition.ContainerHolder,net.minecraft.client.renderer.model.BlockModelDefinition.ContainerHolder
net.minecraft.client.renderer.model.ModelBlockDefinition.Deserializer,net.minecraft.client.renderer.model.BlockModelDefinition.Deserializer
net.minecraft.client.renderer.texture.AbstractTexture,net.minecraft.client.renderer.texture.Texture
net.minecraft.client.renderer.texture.Sprite,net.minecraft.client.renderer.texture.ISprite
net.minecraft.client.renderer.texture.TextureMap,net.minecraft.client.renderer.texture.AtlasTexture
net.minecraft.client.renderer.texture.TextureMap.SheetData,net.minecraft.client.renderer.texture.AtlasTexture.SheetData
net.minecraft.client.renderer.texture.ThreadDownloadImageData,net.minecraft.client.renderer.texture.DownloadingTexture
net.minecraft.client.renderer.tileentity.TileEntityBannerRenderer,net.minecraft.client.renderer.tileentity.BannerTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityBeaconRenderer,net.minecraft.client.renderer.tileentity.BeaconTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityBedRenderer,net.minecraft.client.renderer.tileentity.BedTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityBellRenderer,net.minecraft.client.renderer.tileentity.BellTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityCampfireRenderer,net.minecraft.client.renderer.tileentity.CampfireTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityChestRenderer,net.minecraft.client.renderer.tileentity.ChestTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityConduitRenderer,net.minecraft.client.renderer.tileentity.ConduitTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityConduitRenderer.CageModel,net.minecraft.client.renderer.tileentity.ConduitTileEntityRenderer.CageModel
net.minecraft.client.renderer.tileentity.TileEntityConduitRenderer.EyeModel,net.minecraft.client.renderer.tileentity.ConduitTileEntityRenderer.EyeModel
net.minecraft.client.renderer.tileentity.TileEntityConduitRenderer.ShellModel,net.minecraft.client.renderer.tileentity.ConduitTileEntityRenderer.ShellModel
net.minecraft.client.renderer.tileentity.TileEntityConduitRenderer.WindModel,net.minecraft.client.renderer.tileentity.ConduitTileEntityRenderer.WindModel
net.minecraft.client.renderer.tileentity.TileEntityEnchantmentTableRenderer,net.minecraft.client.renderer.tileentity.EnchantmentTableTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityEndGatewayRenderer,net.minecraft.client.renderer.tileentity.EndGatewayTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityEndPortalRenderer,net.minecraft.client.renderer.tileentity.EndPortalTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityItemStackRenderer,net.minecraft.client.renderer.tileentity.ItemStackTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityLecternRenderer,net.minecraft.client.renderer.tileentity.LecternTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityMobSpawnerRenderer,net.minecraft.client.renderer.tileentity.MobSpawnerTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityPistonRenderer,net.minecraft.client.renderer.tileentity.PistonTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityShulkerBoxRenderer,net.minecraft.client.renderer.tileentity.ShulkerBoxTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntitySignRenderer,net.minecraft.client.renderer.tileentity.SignTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntitySkullRenderer,net.minecraft.client.renderer.tileentity.SkullTileEntityRenderer
net.minecraft.client.renderer.tileentity.TileEntityStructureRenderer,net.minecraft.client.renderer.tileentity.StructureTileEntityRenderer
net.minecraft.client.renderer.vertex.VertexFormatElement.EnumType,net.minecraft.client.renderer.vertex.VertexFormatElement.Type
net.minecraft.client.renderer.vertex.VertexFormatElement.EnumUsage,net.minecraft.client.renderer.vertex.VertexFormatElement.Usage
net.minecraft.client.resources.ResourceIndexFolder,net.minecraft.client.resources.FolderResourceIndex
net.minecraft.client.resources.ResourcePackInfoClient,net.minecraft.client.resources.ClientResourcePackInfo
net.minecraft.client.resources.SkinManager.SkinAvailableCallback,net.minecraft.client.resources.SkinManager.ISkinAvailableCallback
net.minecraft.client.settings.Option,net.minecraft.client.settings.AbstractOption
net.minecraft.client.shader.ShaderManager,net.minecraft.client.shader.IShaderManager
net.minecraft.client.util.JsonBlendingMode,net.minecraft.client.util.JSONBlendingMode
net.minecraft.client.util.JsonException,net.minecraft.client.util.JSONException
net.minecraft.client.util.JsonException.Entry,net.minecraft.client.util.JSONException.Entry
net.minecraft.client.util.RecipeBookClient,net.minecraft.client.util.ClientRecipeBook
net.minecraft.command.FunctionObject.Entry,net.minecraft.command.FunctionObject.IEntry
net.minecraft.command.TimerCallback,net.minecraft.command.ITimerCallback
net.minecraft.command.TimerCallback.Serializer,net.minecraft.command.ITimerCallback.Serializer
net.minecraft.command.arguments.EntityOptions.Filter,net.minecraft.command.arguments.EntityOptions.IFilter
net.minecraft.command.arguments.EntityOptions.IOptionHandler,net.minecraft.command.arguments.EntityOptions.OptionHandler
net.minecraft.command.arguments.NbtCompoundTagArgument,net.minecraft.command.arguments.NBTCompoundTagArgument
net.minecraft.command.arguments.NbtTagArgument,net.minecraft.command.arguments.NBTTagArgument
net.minecraft.command.arguments.OperationArgument.IOperation,net.minecraft.command.arguments.OperationArgument.IOperation
net.minecraft.command.arguments.OperationArgument.Operation,net.minecraft.command.arguments.OperationArgument.IIntOperation
net.minecraft.command.arguments.RangeArgument,net.minecraft.command.arguments.IRangeArgument
net.minecraft.command.arguments.RangeArgument.FloatRange,net.minecraft.command.arguments.IRangeArgument.FloatRange
net.minecraft.command.arguments.RangeArgument.FloatRange.Serializer,net.minecraft.command.arguments.IRangeArgument.FloatRange.Serializer
net.minecraft.command.arguments.RangeArgument.IntRange,net.minecraft.command.arguments.IRangeArgument.IntRange
net.minecraft.command.arguments.RangeArgument.IntRange.Serializer,net.minecraft.command.arguments.IRangeArgument.IntRange.Serializer
net.minecraft.command.arguments.RangeArgument.Serializer,net.minecraft.command.arguments.IRangeArgument.Serializer
net.minecraft.command.arguments.serializers.DoubleSerializer,net.minecraft.command.arguments.serializers.DoubleArgumentSerializer
net.minecraft.command.arguments.serializers.FloatSerializer,net.minecraft.command.arguments.serializers.FloatArgumentSerializer
net.minecraft.command.arguments.serializers.IntSerializer,net.minecraft.command.arguments.serializers.IntArgumentSerializer
net.minecraft.command.arguments.serializers.StringSerializer,net.minecraft.command.arguments.serializers.StringArgumentSerializer
net.minecraft.command.impl.DataCommand.IModificationSourceArgumentBuilder,net.minecraft.command.impl.data.DataCommand.IModificationSourceArgumentBuilder
net.minecraft.command.impl.DataCommand.IModificationType,net.minecraft.command.impl.data.DataCommand.IModificationType
net.minecraft.command.impl.ExecuteCommand.CountedExecuteTest,net.minecraft.command.impl.ExecuteCommand.INumericTest
net.minecraft.command.impl.ExecuteCommand.ExecuteTest,net.minecraft.command.impl.ExecuteCommand.IBooleanTest
net.minecraft.dispenser.BehaviorDefaultDispenseItem,net.minecraft.dispenser.DefaultDispenseItemBehavior
net.minecraft.dispenser.BehaviorProjectileDispense,net.minecraft.dispenser.ProjectileDispenseBehavior
net.minecraft.dispenser.BlockSourceImpl,net.minecraft.dispenser.ProxyBlockSource
net.minecraft.dispenser.BoatDispenseBehavior,net.minecraft.dispenser.DispenseBoatBehavior
net.minecraft.dispenser.IBehaviorDispenseItem,net.minecraft.dispenser.IDispenseItemBehavior
net.minecraft.dispenser.PositionImpl,net.minecraft.dispenser.Position
net.minecraft.enchantment.Enchantment,net.minecraft.enchantment.Enchantment
net.minecraft.enchantment.Enchantment.Rarity,net.minecraft.enchantment.Enchantment.Rarity
net.minecraft.enchantment.EnchantmentArrowDamage,net.minecraft.enchantment.PowerEnchantment
net.minecraft.enchantment.EnchantmentArrowFire,net.minecraft.enchantment.FlameEnchantment
net.minecraft.enchantment.EnchantmentArrowInfinite,net.minecraft.enchantment.InfinityEnchantment
net.minecraft.enchantment.EnchantmentArrowKnockback,net.minecraft.enchantment.PunchEnchantment
net.minecraft.enchantment.EnchantmentBindingCurse,net.minecraft.enchantment.BindingCurseEnchantment
net.minecraft.enchantment.EnchantmentChanneling,net.minecraft.enchantment.ChannelingEnchantment
net.minecraft.enchantment.EnchantmentDamage,net.minecraft.enchantment.DamageEnchantment
net.minecraft.enchantment.EnchantmentDigging,net.minecraft.enchantment.EfficiencyEnchantment
net.minecraft.enchantment.EnchantmentDurability,net.minecraft.enchantment.UnbreakingEnchantment
net.minecraft.enchantment.EnchantmentFireAspect,net.minecraft.enchantment.FireAspectEnchantment
net.minecraft.enchantment.EnchantmentFishingSpeed,net.minecraft.enchantment.LureEnchantment
net.minecraft.enchantment.EnchantmentFrostWalker,net.minecraft.enchantment.FrostWalkerEnchantment
net.minecraft.enchantment.EnchantmentImpaling,net.minecraft.enchantment.ImpalingEnchantment
net.minecraft.enchantment.EnchantmentKnockback,net.minecraft.enchantment.KnockbackEnchantment
net.minecraft.enchantment.EnchantmentLootBonus,net.minecraft.enchantment.LootBonusEnchantment
net.minecraft.enchantment.EnchantmentLoyalty,net.minecraft.enchantment.LoyaltyEnchantment
net.minecraft.enchantment.EnchantmentMending,net.minecraft.enchantment.MendingEnchantment
net.minecraft.enchantment.EnchantmentOxygen,net.minecraft.enchantment.RespirationEnchantment
net.minecraft.enchantment.EnchantmentProtection,net.minecraft.enchantment.ProtectionEnchantment
net.minecraft.enchantment.EnchantmentProtection.Type,net.minecraft.enchantment.ProtectionEnchantment.Type
net.minecraft.enchantment.EnchantmentRiptide,net.minecraft.enchantment.RiptideEnchantment
net.minecraft.enchantment.EnchantmentSweepingEdge,net.minecraft.enchantment.SweepingEnchantment
net.minecraft.enchantment.EnchantmentThorns,net.minecraft.enchantment.ThornsEnchantment
net.minecraft.enchantment.EnchantmentUntouching,net.minecraft.enchantment.SilkTouchEnchantment
net.minecraft.enchantment.EnchantmentVanishingCurse,net.minecraft.enchantment.VanishingCurseEnchantment
net.minecraft.enchantment.EnchantmentWaterWalker,net.minecraft.enchantment.DepthStriderEnchantment
net.minecraft.enchantment.EnchantmentWaterWorker,net.minecraft.enchantment.AquaAffinityEnchantment
net.minecraft.enchantment.EnumEnchantmentType,net.minecraft.enchantment.EnchantmentType
net.minecraft.entity.EntityAIUseItem,net.minecraft.entity.ai.goal.UseItemGoal
net.minecraft.entity.EntityAgeable,net.minecraft.entity.AgeableEntity
net.minecraft.entity.EntityAreaEffectCloud,net.minecraft.entity.AreaEffectCloudEntity
net.minecraft.entity.EntityBodyHelper,net.minecraft.entity.ai.controller.BodyController
net.minecraft.entity.EntityCreature,net.minecraft.entity.CreatureEntity
net.minecraft.entity.EntityFlying,net.minecraft.entity.FlyingEntity
net.minecraft.entity.EntityHanging,net.minecraft.entity.item.HangingEntity
net.minecraft.entity.EntityLeashKnot,net.minecraft.entity.item.LeashKnotEntity
net.minecraft.entity.EntityLiving,net.minecraft.entity.MobEntity
net.minecraft.entity.EntityLivingBase,net.minecraft.entity.LivingEntity
net.minecraft.entity.EntitySearchConditions,net.minecraft.entity.EntityPredicate
net.minecraft.entity.EntitySpawnPlacementRegistry.SpawnPlacementType,net.minecraft.entity.EntitySpawnPlacementRegistry.PlacementType
net.minecraft.entity.EntityType.Factory,net.minecraft.entity.EntityType.IFactory
net.minecraft.entity.EnumCreatureType,net.minecraft.entity.EntityClassification
net.minecraft.entity.IEntityLivingData,net.minecraft.entity.ILivingEntityData
net.minecraft.entity.IMerchant,net.minecraft.entity.merchant.IMerchant
net.minecraft.entity.INpc,net.minecraft.entity.INPC
net.minecraft.entity.IReputationTracking,net.minecraft.entity.merchant.IReputationTracking
net.minecraft.entity.NpcMerchant,net.minecraft.entity.NPCMerchant
net.minecraft.entity.Pose,net.minecraft.entity.Pose
net.minecraft.entity.RendersAsItem,net.minecraft.entity.IRendersAsItem
net.minecraft.entity.ai.BoatGoals,net.minecraft.entity.ai.goal.BoatGoals
net.minecraft.entity.ai.EntityAIAttackMelee,net.minecraft.entity.ai.goal.MeleeAttackGoal
net.minecraft.entity.ai.EntityAIAttackRanged,net.minecraft.entity.ai.goal.RangedAttackGoal
net.minecraft.entity.ai.EntityAIAttackRangedBow,net.minecraft.entity.ai.goal.RangedBowAttackGoal
net.minecraft.entity.ai.EntityAIAvoidEntity,net.minecraft.entity.ai.goal.AvoidEntityGoal
net.minecraft.entity.ai.EntityAIBase,net.minecraft.entity.ai.goal.Goal
net.minecraft.entity.ai.EntityAIBase.Flag,net.minecraft.entity.ai.goal.Goal.Flag
net.minecraft.entity.ai.EntityAIBeg,net.minecraft.entity.ai.goal.BegGoal
net.minecraft.entity.ai.EntityAIBreakBlock,net.minecraft.entity.ai.goal.BreakBlockGoal
net.minecraft.entity.ai.EntityAIBreakDoor,net.minecraft.entity.ai.goal.BreakDoorGoal
net.minecraft.entity.ai.EntityAIBreathAir,net.minecraft.entity.ai.goal.BreatheAirGoal
net.minecraft.entity.ai.EntityAICreeperSwell,net.minecraft.entity.ai.goal.CreeperSwellGoal
net.minecraft.entity.ai.EntityAIDefendVillage,net.minecraft.entity.ai.goal.DefendVillageTargetGoal
